1.000000000000000082e-05,0.000000000000000000e+00
2.000000000000000164e-05,0.000000000000000000e+00
3.000000000000000415e-05,0.000000000000000000e+00
4.000000000000000327e-05,0.000000000000000000e+00
5.000000000000000240e-05,0.000000000000000000e+00
6.000000000000000152e-05,0.000000000000000000e+00
7.000000000000000742e-05,0.000000000000000000e+00
8.000000000000000654e-05,0.000000000000000000e+00
9.000000000000000567e-05,0.000000000000000000e+00
1.000000000000000048e-04,4.962730000000000197e-01
1.100000000000000039e-04,0.000000000000000000e+00
1.200000000000000030e-04,0.000000000000000000e+00
1.300000000000000157e-04,0.000000000000000000e+00
1.400000000000000148e-04,0.000000000000000000e+00
1.500000000000000140e-04,0.000000000000000000e+00
1.600000000000000131e-04,0.000000000000000000e+00
1.700000000000000122e-04,0.000000000000000000e+00
1.800000000000000113e-04,0.000000000000000000e+00
1.900000000000000105e-04,0.000000000000000000e+00
2.000000000000000096e-04,0.000000000000000000e+00
2.100000000000000087e-04,0.000000000000000000e+00
2.200000000000000078e-04,3.003207999999999878e+00
2.300000000000000070e-04,2.012648400000000137e+01
2.400000000000000061e-04,1.676579699999999917e+01
2.500000000000000594e-04,2.648198500000000166e+01
2.600000000000000314e-04,3.310217999999999705e+01
2.700000000000000577e-04,2.885784400000000005e+01
2.800000000000000297e-04,3.495581299999999914e+01
2.900000000000000559e-04,3.126948300000000103e+01
3.000000000000000279e-04,3.005914100000000033e+01
3.100000000000000542e-04,1.899814100000000039e+01
3.200000000000000262e-04,2.945736799999999889e+01
3.300000000000000524e-04,3.433558699999999675e+01
3.400000000000000786e-04,3.005914100000000033e+01
3.500000000000000507e-04,2.298355799999999860e+01
3.600000000000000769e-04,2.472309299999999865e+01
3.700000000000000489e-04,2.530722400000000150e+01
3.800000000000000751e-04,1.956128899999999859e+01
3.900000000000000471e-04,1.511249600000000015e+01
4.000000000000000734e-04,2.472309299999999865e+01
4.100000000000000454e-04,1.899814100000000039e+01
4.200000000000000716e-04,1.899814100000000039e+01
4.300000000000000436e-04,2.012648400000000137e+01
4.400000000000000699e-04,1.566162100000000024e+01
4.500000000000000419e-04,1.956128899999999859e+01
4.600000000000000681e-04,1.511249600000000015e+01
4.700000000000000401e-04,1.511249600000000015e+01
4.800000000000000664e-04,2.012648400000000137e+01
4.900000000000000926e-04,1.511249600000000015e+01
5.000000000000001188e-04,1.078918900000000036e+01
5.100000000000000366e-04,1.511249600000000015e+01
5.200000000000000629e-04,1.732086699999999979e+01
5.300000000000000891e-04,1.511249600000000015e+01
5.400000000000001153e-04,9.727349999999999497e+00
5.500000000000000331e-04,1.239606200000000058e+01
5.600000000000000594e-04,1.025733499999999943e+01
5.700000000000000856e-04,1.566162100000000024e+01
5.800000000000001118e-04,1.566162100000000024e+01
5.900000000000000296e-04,1.239606200000000058e+01
6.000000000000000559e-04,8.148507999999999640e+00
6.100000000000000821e-04,1.132292200000000015e+01
6.200000000000001083e-04,1.566162100000000024e+01
6.300000000000000261e-04,1.787794099999999986e+01
6.400000000000000524e-04,1.843702800000000153e+01
6.500000000000000786e-04,1.078918900000000036e+01
6.600000000000001048e-04,2.298355799999999860e+01
6.700000000000001310e-04,2.012648400000000137e+01
6.800000000000000488e-04,1.732086699999999979e+01
6.900000000000000751e-04,1.899814100000000039e+01
7.000000000000001013e-04,1.621271799999999885e+01
7.100000000000001275e-04,2.012648400000000137e+01
7.200000000000000453e-04,2.589351699999999923e+01
7.300000000000000716e-04,2.472309299999999865e+01
7.400000000000000978e-04,2.356127199999999888e+01
7.500000000000001240e-04,2.766549200000000042e+01
7.600000000000000418e-04,3.495581299999999914e+01
7.700000000000000681e-04,3.005914100000000033e+01
7.800000000000000943e-04,2.885784400000000005e+01
7.900000000000001205e-04,3.066317499999999896e+01
8.000000000000000383e-04,3.310217999999999705e+01
8.100000000000000646e-04,1.956128899999999859e+01
8.200000000000000908e-04,3.248897199999999685e+01
8.300000000000001170e-04,3.620337700000000325e+01
8.400000000000001433e-04,3.310217999999999705e+01
8.500000000000000611e-04,2.826055600000000112e+01
8.600000000000000873e-04,2.240795900000000174e+01
8.700000000000001135e-04,3.187807700000000111e+01
8.800000000000001397e-04,2.648198500000000166e+01
8.900000000000000576e-04,3.066317499999999896e+01
9.000000000000000838e-04,2.766549200000000042e+01
9.100000000000001100e-04,2.945736799999999889e+01
9.200000000000001362e-04,3.187807700000000111e+01
9.300000000000000541e-04,3.066317499999999896e+01
9.400000000000000803e-04,3.495581299999999914e+01
