1.000000000000000082e-05,1.536993809435609259e+00
2.000000000000000164e-05,1.783549984763043827e+00
3.000000000000000415e-05,2.051434870425702162e+00
4.000000000000000327e-05,2.340359257254895908e+00
5.000000000000000240e-05,2.649867559627480773e+00
6.000000000000000152e-05,2.979352947749882130e+00
7.000000000000000742e-05,3.328073483334827110e+00
8.000000000000000654e-05,3.695168750012076675e+00
9.000000000000000567e-05,4.079676550440630933e+00
1.000000000000000048e-04,4.480549319591938584e+00
1.100000000000000039e-04,4.896669975643377803e+00
1.200000000000000030e-04,5.326866994916600540e+00
1.300000000000000157e-04,5.769928554611945870e+00
1.400000000000000148e-04,6.224615636565885346e+00
1.500000000000000140e-04,6.689674027111332855e+00
1.600000000000000131e-04,7.163845182820028690e+00
1.700000000000000122e-04,7.645875960074376643e+00
1.800000000000000113e-04,8.134527228753707817e+00
1.900000000000000105e-04,8.628581407550514726e+00
2.000000000000000096e-04,9.126848971266589672e+00
2.100000000000000087e-04,9.628173989549287271e+00
2.200000000000000078e-04,1.013143876253264253e+01
2.300000000000000070e-04,1.063556762230317609e+01
2.400000000000000061e-04,1.113952997050816229e+01
2.500000000000000594e-04,1.164234262219318694e+01
2.600000000000000314e-04,1.214307152446342286e+01
2.700000000000000577e-04,1.264083291612016247e+01
2.800000000000000297e-04,1.313479399129140290e+01
2.900000000000000559e-04,1.362417312646812206e+01
3.000000000000000279e-04,1.410823972645010471e+01
3.100000000000000542e-04,1.458631374063986996e+01
3.200000000000000262e-04,1.505776489700981458e+01
3.300000000000000524e-04,1.552201169699477745e+01
3.400000000000000786e-04,1.597852021059313898e+01
3.500000000000000507e-04,1.642680270714622282e+01
3.600000000000000769e-04,1.686641615363864943e+01
3.700000000000000489e-04,1.729696060894736576e+01
3.800000000000000751e-04,1.771807753927619089e+01
3.900000000000000471e-04,1.812944807705271444e+01
4.000000000000000734e-04,1.853079124283597068e+01
4.100000000000000454e-04,1.892186214728199189e+01
4.200000000000000716e-04,1.930245018793453937e+01
4.300000000000000436e-04,1.967237725353888322e+01
4.400000000000000699e-04,2.003149594670781397e+01
4.500000000000000419e-04,2.037968783408907925e+01
4.600000000000000681e-04,2.071686173167832479e+01
4.700000000000000401e-04,2.104295203158051208e+01
4.800000000000000664e-04,2.135791707533124750e+01
4.900000000000000926e-04,2.166173757783662879e+01
5.000000000000001188e-04,2.195441510506295302e+01
5.100000000000000366e-04,2.223597060779520262e+01
5.200000000000000629e-04,2.250644301307483275e+01
5.300000000000000891e-04,2.276588787431250083e+01
5.400000000000001153e-04,2.301437608054159512e+01
5.500000000000000331e-04,2.325199262482321316e+01
5.600000000000000594e-04,2.347883543142696539e+01
5.700000000000000856e-04,2.369501424108489118e+01
